Committee,Subcommittee,Full_Name,State
Committee on the Judiciary,Courts. Intellectual Property. Artificial Intelligence. and the Internet Subcommittee,Thomas Massie,KY
Committee on the Judiciary,Courts. Intellectual Property. Artificial Intelligence. and the Internet Subcommittee,Scott Fitzgerald,WI
Committee on the Judiciary,Courts. Intellectual Property. Artificial Intelligence. and the Internet Subcommittee,Ben Cline,VA
Committee on the Judiciary,Courts. Intellectual Property. Artificial Intelligence. and the Internet Subcommittee,Lance Gooden,TX
Committee on the Judiciary,Courts. Intellectual Property. Artificial Intelligence. and the Internet Subcommittee,Kevin Kiley,CA
Committee on the Judiciary,Courts. Intellectual Property. Artificial Intelligence. and the Internet Subcommittee,Laurel M. Lee,FL
Committee on the Judiciary,Courts. Intellectual Property. Artificial Intelligence. and the Internet Subcommittee,Russell Fry,SC
Committee on the Judiciary,Courts. Intellectual Property. Artificial Intelligence. and the Internet Subcommittee,Michael Baumgartner,WA
Committee on the Judiciary,Courts. Intellectual Property. Artificial Intelligence. and the Internet Subcommittee,"Henry C. ""Hank"" Johnson, Jr.",GA
Committee on the Judiciary,Courts. Intellectual Property. Artificial Intelligence. and the Internet Subcommittee,Zoe Lofgren,CA
Committee on the Judiciary,Courts. Intellectual Property. Artificial Intelligence. and the Internet Subcommittee,Ted Lieu,CA
Committee on the Judiciary,Courts. Intellectual Property. Artificial Intelligence. and the Internet Subcommittee,Joe Neguse,CO
Committee on the Judiciary,Courts. Intellectual Property. Artificial Intelligence. and the Internet Subcommittee,Deborah K. Ross,NC
Committee on the Judiciary,Courts. Intellectual Property. Artificial Intelligence. and the Internet Subcommittee,Eric Swalwell,CA
Committee on the Judiciary,Courts. Intellectual Property. Artificial Intelligence. and the Internet Subcommittee,Sydney Kamlager-Dove,CA
Committee on the Judiciary,Crime and Federal Government Surveillance Subcommittee,Andy Biggs,AZ
Committee on the Judiciary,Crime and Federal Government Surveillance Subcommittee,Thomas P. Tiffany,WI
Committee on the Judiciary,Crime and Federal Government Surveillance Subcommittee,Troy E. Nehls,TX
Committee on the Judiciary,Crime and Federal Government Surveillance Subcommittee,Barry Moore,AL
Committee on the Judiciary,Crime and Federal Government Surveillance Subcommittee,Kevin Kiley,CA
Committee on the Judiciary,Crime and Federal Government Surveillance Subcommittee,Laurel M. Lee,FL
Committee on the Judiciary,Crime and Federal Government Surveillance Subcommittee,Brad Knott,NC
Committee on the Judiciary,Crime and Federal Government Surveillance Subcommittee,Lucy McBath,GA
Committee on the Judiciary,Crime and Federal Government Surveillance Subcommittee,Jared Moskowitz,FL
Committee on the Judiciary,Crime and Federal Government Surveillance Subcommittee,Daniel S. Goldman,NY
Committee on the Judiciary,Crime and Federal Government Surveillance Subcommittee,Steve Cohen,TN
Committee on the Judiciary,Crime and Federal Government Surveillance Subcommittee,Eric Swalwell,CA
Committee on the Judiciary,Immigration Integrity. Security. and Enforcement Subcommittee,Tom McClintock,CA
Committee on the Judiciary,Immigration Integrity. Security. and Enforcement Subcommittee,Andy Biggs,AZ
Committee on the Judiciary,Immigration Integrity. Security. and Enforcement Subcommittee,Thomas P. Tiffany,WI
Committee on the Judiciary,Immigration Integrity. Security. and Enforcement Subcommittee,Chip Roy,TX
Committee on the Judiciary,Immigration Integrity. Security. and Enforcement Subcommittee,Jefferson Van Drew,NJ
Committee on the Judiciary,Immigration Integrity. Security. and Enforcement Subcommittee,Troy E. Nehls,TX
Committee on the Judiciary,Immigration Integrity. Security. and Enforcement Subcommittee,Barry Moore,AL
Committee on the Judiciary,Immigration Integrity. Security. and Enforcement Subcommittee,Wesley Hunt,TX
Committee on the Judiciary,Immigration Integrity. Security. and Enforcement Subcommittee,Russell Fry,SC
Committee on the Judiciary,Immigration Integrity. Security. and Enforcement Subcommittee,Glenn Grothman,WI
Committee on the Judiciary,Immigration Integrity. Security. and Enforcement Subcommittee,Brad Knott,NC
Committee on the Judiciary,Immigration Integrity. Security. and Enforcement Subcommittee,"Robert F. Onder, Jr.",MO
Committee on the Judiciary,Immigration Integrity. Security. and Enforcement Subcommittee,Derek Schmidt,KS
Committee on the Judiciary,Immigration Integrity. Security. and Enforcement Subcommittee,Brandon Gill,TX
Committee on the Judiciary,Immigration Integrity. Security. and Enforcement Subcommittee,Pramila Jayapal,WA
Committee on the Judiciary,Immigration Integrity. Security. and Enforcement Subcommittee,Jerrold Nadler,NY
Committee on the Judiciary,Immigration Integrity. Security. and Enforcement Subcommittee,J. Luis Correa,CA
Committee on the Judiciary,Immigration Integrity. Security. and Enforcement Subcommittee,Mary Gay Scanlon,PA
Committee on the Judiciary,Immigration Integrity. Security. and Enforcement Subcommittee,Deborah K. Ross,NC
Committee on the Judiciary,Immigration Integrity. Security. and Enforcement Subcommittee,"Jesús G. ""Chuy"" García",IL
Committee on the Judiciary,Immigration Integrity. Security. and Enforcement Subcommittee,Jasmine Crockett,TX
Committee on the Judiciary,Immigration Integrity. Security. and Enforcement Subcommittee,Zoe Lofgren,CA
Committee on the Judiciary,Immigration Integrity. Security. and Enforcement Subcommittee,Steve Cohen,TN
Committee on the Judiciary,Oversight Subcommittee,Jefferson Van Drew,NJ
Committee on the Judiciary,Oversight Subcommittee,Barry Moore,AL
Committee on the Judiciary,Oversight Subcommittee,"Robert F. Onder, Jr.",MO
Committee on the Judiciary,Oversight Subcommittee,Derek Schmidt,KS
Committee on the Judiciary,Oversight Subcommittee,Brandon Gill,TX
Committee on the Judiciary,Oversight Subcommittee,Jasmine Crockett,TX
Committee on the Judiciary,Oversight Subcommittee,Jared Moskowitz,FL
Committee on the Judiciary,Oversight Subcommittee,"Henry C. ""Hank"" Johnson, Jr.",GA
Committee on Natural Resources,Energy and Mineral Resources Subcommittee,Pete Stauber,MN
Committee on Natural Resources,Energy and Mineral Resources Subcommittee,Robert J. Wittman,VA
Committee on Natural Resources,Energy and Mineral Resources Subcommittee,Paul A. Gosar,AZ
Committee on Natural Resources,Energy and Mineral Resources Subcommittee,Daniel Webster,FL
Committee on Natural Resources,Energy and Mineral Resources Subcommittee,Russ Fulcher,ID
Committee on Natural Resources,Energy and Mineral Resources Subcommittee,Thomas P. Tiffany,WI
Committee on Natural Resources,Energy and Mineral Resources Subcommittee,Jennifer A. Kiggans,VA
Committee on Natural Resources,Energy and Mineral Resources Subcommittee,Wesley Hunt,TX
Committee on Natural Resources,Energy and Mineral Resources Subcommittee,Mike Collins,GA
Committee on Natural Resources,Energy and Mineral Resources Subcommittee,Harriet M. Hageman,WY
Committee on Natural Resources,Energy and Mineral Resources Subcommittee,Mike Ezell,MS
Committee on Natural Resources,Energy and Mineral Resources Subcommittee,Jeff Crank,CO
Committee on Natural Resources,Energy and Mineral Resources Subcommittee,Nicholas J. Begich III,AK
Committee on Natural Resources,Energy and Mineral Resources Subcommittee,Jeff Hurd,CO
Committee on Natural Resources,Energy and Mineral Resources Subcommittee,Bruce Westerman,AR
Committee on Natural Resources,Energy and Mineral Resources Subcommittee,Yassamin Ansari,AZ
Committee on Natural Resources,Energy and Mineral Resources Subcommittee,Seth Magaziner,RI
Committee on Natural Resources,Energy and Mineral Resources Subcommittee,Dave Min,CA
Committee on Natural Resources,Energy and Mineral Resources Subcommittee,Sarah Elfreth,MD
Committee on Natural Resources,Energy and Mineral Resources Subcommittee,Luz M. Rivas,CA
Committee on Natural Resources,Energy and Mineral Resources Subcommittee,Debbie Dingell,MI
Committee on Natural Resources,Energy and Mineral Resources Subcommittee,Jared F. Golden,ME
Committee on Natural Resources,Energy and Mineral Resources Subcommittee,Jared Huffman,CA
Committee on Natural Resources,Energy and Mineral Resources Subcommittee,Nydia M. Velázquez,NY
Committee on Natural Resources,Energy and Mineral Resources Subcommittee,Susie Lee,NV
Committee on Natural Resources,Energy and Mineral Resources Subcommittee,N/A,N/A
Committee on Natural Resources,Federal Lands Subcommittee,Thomas P. Tiffany,WI
Committee on Natural Resources,Federal Lands Subcommittee,Tom McClintock,CA
Committee on Natural Resources,Federal Lands Subcommittee,Russ Fulcher,ID
Committee on Natural Resources,Federal Lands Subcommittee,Pete Stauber,MN
Committee on Natural Resources,Federal Lands Subcommittee,Cliff Bentz,OR
Committee on Natural Resources,Federal Lands Subcommittee,Wesley Hunt,TX
Committee on Natural Resources,Federal Lands Subcommittee,Mark E. Amodei,NV
Committee on Natural Resources,Federal Lands Subcommittee,Celeste Maloy,UT
Committee on Natural Resources,Federal Lands Subcommittee,Mike Kennedy,UT
Committee on Natural Resources,Federal Lands Subcommittee,Bruce Westerman,AR
Committee on Natural Resources,Federal Lands Subcommittee,Joe Neguse,CO
Committee on Natural Resources,Federal Lands Subcommittee,Teresa Leger Fernandez,NM
Committee on Natural Resources,Federal Lands Subcommittee,Melanie A. Stansbury,NM
Committee on Natural Resources,Federal Lands Subcommittee,Jared F. Golden,ME
Committee on Natural Resources,Federal Lands Subcommittee,Maxine Dexter,OR
Committee on Natural Resources,Federal Lands Subcommittee,Emily Randall,WA
Committee on Natural Resources,Federal Lands Subcommittee,Susie Lee,NV
Committee on Natural Resources,Federal Lands Subcommittee,Jared Huffman,CA
Committee on Natural Resources,Indian and Insular Affairs Subcommittee,Jeff Hurd,CO
Committee on Natural Resources,Indian and Insular Affairs Subcommittee,Aumua Amata Coleman Radewagen,AS
Committee on Natural Resources,Indian and Insular Affairs Subcommittee,Doug LaMalfa,CA
Committee on Natural Resources,Indian and Insular Affairs Subcommittee,Tim Walberg,MI
Committee on Natural Resources,Indian and Insular Affairs Subcommittee,Addison P. McDowell,NC
Committee on Natural Resources,Indian and Insular Affairs Subcommittee,Mike Kennedy,UT
Committee on Natural Resources,Indian and Insular Affairs Subcommittee,Bruce Westerman,AR
Committee on Natural Resources,Indian and Insular Affairs Subcommittee,Teresa Leger Fernandez,NM
Committee on Natural Resources,Indian and Insular Affairs Subcommittee,Nydia M. Velázquez,NY
Committee on Natural Resources,Indian and Insular Affairs Subcommittee,Val T. Hoyle,OR
Committee on Natural Resources,Indian and Insular Affairs Subcommittee,Pablo José Hernández,PR
Committee on Natural Resources,Indian and Insular Affairs Subcommittee,Emily Randall,WA
Committee on Natural Resources,Indian and Insular Affairs Subcommittee,Jared Huffman,CA
Committee on Natural Resources,Oversight and Investigations Subcommittee,Paul A. Gosar,AZ
Committee on Natural Resources,Oversight and Investigations Subcommittee,Lauren Boebert,CO
Committee on Natural Resources,Oversight and Investigations Subcommittee,Mike Collins,GA
Committee on Natural Resources,Oversight and Investigations Subcommittee,Mark E. Amodei,NV
Committee on Natural Resources,Oversight and Investigations Subcommittee,Nicholas J. Begich III,AK
Committee on Natural Resources,Oversight and Investigations Subcommittee,Bruce Westerman,AR
Committee on Natural Resources,Oversight and Investigations Subcommittee,Maxine Dexter,OR
Committee on Natural Resources,Oversight and Investigations Subcommittee,Yassamin Ansari,AZ
Committee on Natural Resources,Oversight and Investigations Subcommittee,Pablo José Hernández,PR
Committee on Natural Resources,Oversight and Investigations Subcommittee,Jared Huffman,CA
Committee on Natural Resources,Oversight and Investigations Subcommittee,N/A,N/A
Committee on Natural Resources,Water. Wildlife and Fisheries Subcommittee,Harriet M. Hageman,WY
Committee on Natural Resources,Water. Wildlife and Fisheries Subcommittee,Robert J. Wittman,VA
Committee on Natural Resources,Water. Wildlife and Fisheries Subcommittee,Tom McClintock,CA
Committee on Natural Resources,Water. Wildlife and Fisheries Subcommittee,Aumua Amata Coleman Radewagen,AS
Committee on Natural Resources,Water. Wildlife and Fisheries Subcommittee,Doug LaMalfa,CA
Committee on Natural Resources,Water. Wildlife and Fisheries Subcommittee,Daniel Webster,FL
Committee on Natural Resources,Water. Wildlife and Fisheries Subcommittee,Lauren Boebert,CO
Committee on Natural Resources,Water. Wildlife and Fisheries Subcommittee,Cliff Bentz,OR
Committee on Natural Resources,Water. Wildlife and Fisheries Subcommittee,Jennifer A. Kiggans,VA
Committee on Natural Resources,Water. Wildlife and Fisheries Subcommittee,Tim Walberg,MI
Committee on Natural Resources,Water. Wildlife and Fisheries Subcommittee,Mike Ezell,MS
Committee on Natural Resources,Water. Wildlife and Fisheries Subcommittee,Celeste Maloy,UT
Committee on Natural Resources,Water. Wildlife and Fisheries Subcommittee,Addison P. McDowell,NC
Committee on Natural Resources,Water. Wildlife and Fisheries Subcommittee,Jeff Crank,CO
Committee on Natural Resources,Water. Wildlife and Fisheries Subcommittee,Bruce Westerman,AR
Committee on Natural Resources,Water. Wildlife and Fisheries Subcommittee,Val T. Hoyle,OR
Committee on Natural Resources,Water. Wildlife and Fisheries Subcommittee,Seth Magaziner,RI
Committee on Natural Resources,Water. Wildlife and Fisheries Subcommittee,Debbie Dingell,MI
Committee on Natural Resources,Water. Wildlife and Fisheries Subcommittee,Melanie A. Stansbury,NM
Committee on Natural Resources,Water. Wildlife and Fisheries Subcommittee,Jared F. Golden,ME
Committee on Natural Resources,Water. Wildlife and Fisheries Subcommittee,Dave Min,CA
Committee on Natural Resources,Water. Wildlife and Fisheries Subcommittee,Sarah Elfreth,MD
Committee on Natural Resources,Water. Wildlife and Fisheries Subcommittee,Adam Gray,CA
Committee on Natural Resources,Water. Wildlife and Fisheries Subcommittee,Luz M. Rivas,CA
Committee on Natural Resources,Water. Wildlife and Fisheries Subcommittee,Darren Soto,FL
Committee on Natural Resources,Water. Wildlife and Fisheries Subcommittee,Julia Brownley,CA
Committee on Natural Resources,Water. Wildlife and Fisheries Subcommittee,Joe Neguse,CO
Committee on Natural Resources,Water. Wildlife and Fisheries Subcommittee,Jared Huffman,CA
Committee on Oversight and Government Reform,Cybersecurity. Information Technology. and Government Innovation Subcommittee,Nancy Mace,SC
Committee on Oversight and Government Reform,Cybersecurity. Information Technology. and Government Innovation Subcommittee,Lauren Boebert,CO
Committee on Oversight and Government Reform,Cybersecurity. Information Technology. and Government Innovation Subcommittee,Anna Paulina Luna,FL
Committee on Oversight and Government Reform,Cybersecurity. Information Technology. and Government Innovation Subcommittee,Eric Burlison,MO
Committee on Oversight and Government Reform,Cybersecurity. Information Technology. and Government Innovation Subcommittee,Elijah Crane,AZ
Committee on Oversight and Government Reform,Cybersecurity. Information Technology. and Government Innovation Subcommittee,John J. McGuire III,VA
Committee on Oversight and Government Reform,Cybersecurity. Information Technology. and Government Innovation Subcommittee,Shontel M. Brown,OH
Committee on Oversight and Government Reform,Cybersecurity. Information Technology. and Government Innovation Subcommittee,Ro Khanna,CA
Committee on Oversight and Government Reform,Cybersecurity. Information Technology. and Government Innovation Subcommittee,Suhas Subramanyam,VA
Committee on Oversight and Government Reform,Cybersecurity. Information Technology. and Government Innovation Subcommittee,Yassamin Ansari,AZ
Committee on Oversight and Government Reform,Delivering on Government Efficiency Subcommittee,Marjorie Taylor Greene,GA
Committee on Oversight and Government Reform,Delivering on Government Efficiency Subcommittee,Michael Cloud,TX
Committee on Oversight and Government Reform,Delivering on Government Efficiency Subcommittee,Pat Fallon,TX
Committee on Oversight and Government Reform,Delivering on Government Efficiency Subcommittee,William R. Timmons IV,SC
Committee on Oversight and Government Reform,Delivering on Government Efficiency Subcommittee,Tim Burchett,TN
Committee on Oversight and Government Reform,Delivering on Government Efficiency Subcommittee,Eric Burlison,MO
Committee on Oversight and Government Reform,Delivering on Government Efficiency Subcommittee,Brian Jack,GA
Committee on Oversight and Government Reform,Delivering on Government Efficiency Subcommittee,Brandon Gill,TX
Committee on Oversight and Government Reform,Delivering on Government Efficiency Subcommittee,Melanie A. Stansbury,NM
Committee on Oversight and Government Reform,Delivering on Government Efficiency Subcommittee,Eleanor Holmes Norton,DC
Committee on Oversight and Government Reform,Delivering on Government Efficiency Subcommittee,Stephen F. Lynch,MA
Committee on Oversight and Government Reform,Delivering on Government Efficiency Subcommittee,Robert Garcia,CA
Committee on Oversight and Government Reform,Delivering on Government Efficiency Subcommittee,Greg Casar,TX
Committee on Oversight and Government Reform,Delivering on Government Efficiency Subcommittee,Jasmine Crockett,TX
Committee on Oversight and Government Reform,Economic Growth. Energy Policy. and Regulatory Affairs Subcommittee,Eric Burlison,MO
Committee on Oversight and Government Reform,Economic Growth. Energy Policy. and Regulatory Affairs Subcommittee,Gary J. Palmer,AL
Committee on Oversight and Government Reform,Economic Growth. Energy Policy. and Regulatory Affairs Subcommittee,Clay Higgins,LA
Committee on Oversight and Government Reform,Economic Growth. Energy Policy. and Regulatory Affairs Subcommittee,Byron Donalds,FL
Committee on Oversight and Government Reform,Economic Growth. Energy Policy. and Regulatory Affairs Subcommittee,Scott Perry,PA
Committee on Oversight and Government Reform,Economic Growth. Energy Policy. and Regulatory Affairs Subcommittee,Lauren Boebert,CO
Committee on Oversight and Government Reform,Economic Growth. Energy Policy. and Regulatory Affairs Subcommittee,Maxwell Frost,FL
Committee on Oversight and Government Reform,Economic Growth. Energy Policy. and Regulatory Affairs Subcommittee,Yassamin Ansari,AZ
Committee on Oversight and Government Reform,Economic Growth. Energy Policy. and Regulatory Affairs Subcommittee,Dave Min,CA
Committee on Oversight and Government Reform,Economic Growth. Energy Policy. and Regulatory Affairs Subcommittee,Ro Khanna,CA
Committee on Oversight and Government Reform,Federal Law Enforcement Subcommittee,Clay Higgins,LA
Committee on Oversight and Government Reform,Federal Law Enforcement Subcommittee,Paul A. Gosar,AZ
Committee on Oversight and Government Reform,Federal Law Enforcement Subcommittee,Andy Biggs,AZ
Committee on Oversight and Government Reform,Federal Law Enforcement Subcommittee,Nancy Mace,SC
Committee on Oversight and Government Reform,Federal Law Enforcement Subcommittee,Scott Perry,PA
Committee on Oversight and Government Reform,Federal Law Enforcement Subcommittee,Lauren Boebert,CO
Committee on Oversight and Government Reform,Federal Law Enforcement Subcommittee,Brian Jack,GA
Committee on Oversight and Government Reform,Federal Law Enforcement Subcommittee,Summer L. Lee,PA
Committee on Oversight and Government Reform,Federal Law Enforcement Subcommittee,Wesley Bell,MO
Committee on Oversight and Government Reform,Federal Law Enforcement Subcommittee,Lateefah Simon,CA
Committee on Oversight and Government Reform,Federal Law Enforcement Subcommittee,Ayanna Pressley,MA
Committee on Oversight and Government Reform,Federal Law Enforcement Subcommittee,N/A,N/A
Committee on Oversight and Government Reform,Government Operations Subcommittee,Pete Sessions,TX
Committee on Oversight and Government Reform,Government Operations Subcommittee,Virginia Foxx,NC
Committee on Oversight and Government Reform,Government Operations Subcommittee,Gary J. Palmer,AL
Committee on Oversight and Government Reform,Government Operations Subcommittee,Tim Burchett,TN
Committee on Oversight and Government Reform,Government Operations Subcommittee,Brian Jack,GA
Committee on Oversight and Government Reform,Government Operations Subcommittee,Brandon Gill,TX
Committee on Oversight and Government Reform,Government Operations Subcommittee,Kweisi Mfume,MD
Committee on Oversight and Government Reform,Government Operations Subcommittee,Eleanor Holmes Norton,DC
Committee on Oversight and Government Reform,Government Operations Subcommittee,Maxwell Frost,FL
Committee on Oversight and Government Reform,Government Operations Subcommittee,Emily Randall,WA
Committee on Oversight and Government Reform,Health Care and Financial Services Subcommittee,Glenn Grothman,WI
Committee on Oversight and Government Reform,Health Care and Financial Services Subcommittee,Paul A. Gosar,AZ
Committee on Oversight and Government Reform,Health Care and Financial Services Subcommittee,Pete Sessions,TX
Committee on Oversight and Government Reform,Health Care and Financial Services Subcommittee,Anna Paulina Luna,FL
Committee on Oversight and Government Reform,Health Care and Financial Services Subcommittee,John J. McGuire III,VA
Committee on Oversight and Government Reform,Health Care and Financial Services Subcommittee,Brandon Gill,TX
Committee on Oversight and Government Reform,Health Care and Financial Services Subcommittee,Raja Krishnamoorthi,IL
Committee on Oversight and Government Reform,Health Care and Financial Services Subcommittee,Emily Randall,WA
Committee on Oversight and Government Reform,Health Care and Financial Services Subcommittee,Wesley Bell,MO
Committee on Oversight and Government Reform,Health Care and Financial Services Subcommittee,Lateefah Simon,CA
Committee on Oversight and Government Reform,Military and Foreign Affairs Subcommittee,William R. Timmons IV,SC
Committee on Oversight and Government Reform,Military and Foreign Affairs Subcommittee,Michael R. Turner,OH
Committee on Oversight and Government Reform,Military and Foreign Affairs Subcommittee,Michael Cloud,TX
Committee on Oversight and Government Reform,Military and Foreign Affairs Subcommittee,Andy Biggs,AZ
Committee on Oversight and Government Reform,Military and Foreign Affairs Subcommittee,Byron Donalds,FL
Committee on Oversight and Government Reform,Military and Foreign Affairs Subcommittee,Anna Paulina Luna,FL
Committee on Oversight and Government Reform,Military and Foreign Affairs Subcommittee,Elijah Crane,AZ
Committee on Oversight and Government Reform,Military and Foreign Affairs Subcommittee,John J. McGuire III,VA
Committee on Oversight and Government Reform,Military and Foreign Affairs Subcommittee,Suhas Subramanyam,VA
Committee on Oversight and Government Reform,Military and Foreign Affairs Subcommittee,Stephen F. Lynch,MA
Committee on Oversight and Government Reform,Military and Foreign Affairs Subcommittee,Kweisi Mfume,MD
Committee on Oversight and Government Reform,Military and Foreign Affairs Subcommittee,Robert Garcia,CA
Committee on Oversight and Government Reform,Military and Foreign Affairs Subcommittee,Greg Casar,TX
Committee on Oversight and Government Reform,Military and Foreign Affairs Subcommittee,N/A,N/A
Committee on Rules,Legislative and Budget Process Subcommittee,Nicholas A. Langworthy,NY
Committee on Rules,Legislative and Budget Process Subcommittee,Chip Roy,TX
Committee on Rules,Legislative and Budget Process Subcommittee,Erin Houchin,IN
Committee on Rules,Legislative and Budget Process Subcommittee,Ralph Norman,SC
Committee on Rules,Legislative and Budget Process Subcommittee,Teresa Leger Fernandez,NM
Committee on Rules,Legislative and Budget Process Subcommittee,Joe Neguse,CO
Committee on Rules,Rules and Organization of the House Subcommittee,Michelle Fischbach,MN
Committee on Rules,Rules and Organization of the House Subcommittee,Austin Scott,GA
Committee on Rules,Rules and Organization of the House Subcommittee,H. Morgan Griffith,VA
Committee on Rules,Rules and Organization of the House Subcommittee,Brian Jack,GA
Committee on Rules,Rules and Organization of the House Subcommittee,Mary Gay Scanlon,PA
Committee on Rules,Rules and Organization of the House Subcommittee,James P. McGovern,MA
Committee on Science. Space. and Technology,Energy Subcommittee,"Randy K. Weber, Sr.",TX
Committee on Science. Space. and Technology,Energy Subcommittee,James R. Baird,IN
Committee on Science. Space. and Technology,Energy Subcommittee,"Charles J. ""Chuck"" Fleischmann",TN
Committee on Science. Space. and Technology,Energy Subcommittee,Claudia Tenney,NY
Committee on Science. Space. and Technology,Energy Subcommittee,Pat Harrigan,NC
Committee on Science. Space. and Technology,Energy Subcommittee,Sheri Biggs,SC
Committee on Science. Space. and Technology,Energy Subcommittee,Jeff Hurd,CO
Committee on Science. Space. and Technology,Energy Subcommittee,Nicholas J. Begich III,AK
Committee on Science. Space. and Technology,Energy Subcommittee,Brian Babin,TX
Committee on Science. Space. and Technology,Energy Subcommittee,Deborah K. Ross,NC
Committee on Science. Space. and Technology,Energy Subcommittee,Andrea Salinas,OR
Committee on Science. Space. and Technology,Energy Subcommittee,Laura Friedman,CA
Committee on Science. Space. and Technology,Energy Subcommittee,Josh Riley,NY
Committee on Science. Space. and Technology,Energy Subcommittee,Valerie P. Foushee,NC
Committee on Science. Space. and Technology,Energy Subcommittee,Zoe Lofgren,CA
Committee on Science. Space. and Technology,Energy Subcommittee,N/A,N/A
Committee on Science. Space. and Technology,Environment Subcommittee,Scott Franklin,FL
Committee on Science. Space. and Technology,Environment Subcommittee,Max L. Miller,OH
Committee on Science. Space. and Technology,Environment Subcommittee,David Rouzer,NC
Committee on Science. Space. and Technology,Environment Subcommittee,Jeff Hurd,CO
Committee on Science. Space. and Technology,Environment Subcommittee,Nicholas J. Begich III,AK
Committee on Science. Space. and Technology,Environment Subcommittee,Brian Babin,TX
Committee on Science. Space. and Technology,Environment Subcommittee,Gabe Amo,RI
Committee on Science. Space. and Technology,Environment Subcommittee,Suzanne Bonamici,OR
Committee on Science. Space. and Technology,Environment Subcommittee,Deborah K. Ross,NC
Committee on Science. Space. and Technology,Environment Subcommittee,Zoe Lofgren,CA
Committee on Science. Space. and Technology,Investigations and Oversight Subcommittee,Richard McCormick,GA
Committee on Science. Space. and Technology,Investigations and Oversight Subcommittee,Daniel Webster,FL
Committee on Science. Space. and Technology,Investigations and Oversight Subcommittee,Darrell Issa,CA
Committee on Science. Space. and Technology,Investigations and Oversight Subcommittee,Pat Harrigan,NC
Committee on Science. Space. and Technology,Investigations and Oversight Subcommittee,Nicholas J. Begich III,AK
Committee on Science. Space. and Technology,Investigations and Oversight Subcommittee,Brian Babin,TX
Committee on Science. Space. and Technology,Investigations and Oversight Subcommittee,Emilia Strong Sykes,OH
Committee on Science. Space. and Technology,Investigations and Oversight Subcommittee,Suzanne Bonamici,OR
Committee on Science. Space. and Technology,Investigations and Oversight Subcommittee,Luz M. Rivas,CA
Committee on Science. Space. and Technology,Investigations and Oversight Subcommittee,Zoe Lofgren,CA
Committee on Science. Space. and Technology,Research and Technology Subcommittee,Jay Obernolte,CA
Committee on Science. Space. and Technology,Research and Technology Subcommittee,James R. Baird,IN
Committee on Science. Space. and Technology,Research and Technology Subcommittee,Darrell Issa,CA
Committee on Science. Space. and Technology,Research and Technology Subcommittee,Vince Fong,CA
Committee on Science. Space. and Technology,Research and Technology Subcommittee,David Rouzer,NC
Committee on Science. Space. and Technology,Research and Technology Subcommittee,Sheri Biggs,SC
Committee on Science. Space. and Technology,Research and Technology Subcommittee,Mike Kennedy,UT
Committee on Science. Space. and Technology,Research and Technology Subcommittee,Brian Babin,TX
Committee on Science. Space. and Technology,Research and Technology Subcommittee,Haley M. Stevens,MI
Committee on Science. Space. and Technology,Research and Technology Subcommittee,Suhas Subramanyam,VA
Committee on Science. Space. and Technology,Research and Technology Subcommittee,Luz M. Rivas,CA
Committee on Science. Space. and Technology,Research and Technology Subcommittee,Sarah McBride,DE
Committee on Science. Space. and Technology,Research and Technology Subcommittee,April McClain Delaney,MD
Committee on Science. Space. and Technology,Research and Technology Subcommittee,Zoe Lofgren,CA
Committee on Science. Space. and Technology,Space and Aeronautics Subcommittee,Mike Haridopolos,FL
Committee on Science. Space. and Technology,Space and Aeronautics Subcommittee,Daniel Webster,FL
Committee on Science. Space. and Technology,Space and Aeronautics Subcommittee,Richard McCormick,GA
Committee on Science. Space. and Technology,Space and Aeronautics Subcommittee,Mike Collins,GA
Committee on Science. Space. and Technology,Space and Aeronautics Subcommittee,Vince Fong,CA
Committee on Science. Space. and Technology,Space and Aeronautics Subcommittee,Keith Self,TX
Committee on Science. Space. and Technology,Space and Aeronautics Subcommittee,Mike Kennedy,UT
Committee on Science. Space. and Technology,Space and Aeronautics Subcommittee,Brian Babin,TX
Committee on Science. Space. and Technology,Space and Aeronautics Subcommittee,Valerie P. Foushee,NC
Committee on Science. Space. and Technology,Space and Aeronautics Subcommittee,Laura Gillen,NY
Committee on Science. Space. and Technology,Space and Aeronautics Subcommittee,George Whitesides,CA
Committee on Science. Space. and Technology,Space and Aeronautics Subcommittee,Haley M. Stevens,MI
Committee on Science. Space. and Technology,Space and Aeronautics Subcommittee,Andrea Salinas,OR
Committee on Science. Space. and Technology,Space and Aeronautics Subcommittee,Zoe Lofgren,CA
Committee on Small Business,Contracting and Infrastructure Subcommittee,Nick LaLota,NY
Committee on Small Business,Contracting and Infrastructure Subcommittee,Daniel Meuser,PA
Committee on Small Business,Contracting and Infrastructure Subcommittee,Brian Jack,GA
Committee on Small Business,Contracting and Infrastructure Subcommittee,Kimberlyn King-Hinds,MP
Committee on Small Business,Contracting and Infrastructure Subcommittee,N/A,N/A
Committee on Small Business,Contracting and Infrastructure Subcommittee,"Gilbert Ray Cisneros, Jr.",CA
Committee on Small Business,Contracting and Infrastructure Subcommittee,Hillary J. Scholten,MI
Committee on Small Business,Contracting and Infrastructure Subcommittee,Kelly Morrison,MN
Committee on Small Business,Contracting and Infrastructure Subcommittee,George Latimer,NY
Committee on Small Business,Contracting and Infrastructure Subcommittee,Derek Tran,CA
Committee on Small Business,Economic Growth. Tax. and Capital Access Subcommittee,Beth Van Duyne,TX
